Id;Label;EntityType;RiskScore;Date
1978;"ukraine-geroi.org.ua";"Domain";8.0;2024-04-20
1979;"cloudflare.com";"Domain";5.0;2024-04-20
1980;"sav.com";"Domain";5.0;2024-04-20
1981;"hostpro.ua";"Domain";5.0;2024-04-20
1982;"reg.ru";"Domain";5.0;2024-04-20
1983;"Microsoft Access";"Software";8.0;2024-05-21
1984;"WMI Provider Host";"Software";8.0;2024-05-21
1985;"XMRig";"Software";8.0;2024-05-21
1986;"agentsuperpupervinil.ru";"Domain";8.0;2024-05-21
1987;"ccbaminumpot.ru";"Domain";8.0;2024-05-21
1988;"picwalldoor.ru";"Domain";8.0;2024-05-21
1989;"rafraystore.ru";"Domain";8.0;2024-05-21
1990;"sephoraofficetz.ru";"Domain";8.0;2024-05-21
1991;"vikompalion.ru";"Domain";8.0;2024-05-21
1992;"vivianstyler.ru";"Domain";8.0;2024-05-21
1993;"2miners.com";"Domain";5.0;2024-05-21
1994;"UAC-0188";"HackerGroup";9.0;2024-05-23
1995;"SuperOps RMM";"Software";8.0;2024-05-23
1996;"PyInstaller";"Software";8.0;2024-05-23
1997;"Minesweeper";"Software";8.0;2024-05-23
1998;"Insurance institutions";"Sector";7.5;2024-05-23
1999;"patient-docs-mail.com";"Domain";8.0;2024-05-23
2000;"yemmyusa.com";"Domain";8.0;2024-05-23
2001;"anotepad.com";"Domain";5.0;2024-05-23
2002;"Dropbox";"Organization";5.0;2024-05-23
2003;"protonmail.com";"Domain";5.0;2024-05-23
2004;"superops.com";"Domain";5.0;2024-05-23
2005;"superops.ai";"Domain";5.0;2024-05-23
2006;"Lexical Analysis Software Ltd";"Organization";5.0;2024-05-23
2007;"UAC-0195";"HackerGroup";9.0;2024-05-30
2008;"awards-ua.life";"Domain";8.0;2024-05-30
2009;"awards-ua.pics";"Domain";8.0;2024-05-30
2010;"balerina.info";"Domain";8.0;2024-05-30
2011;"balerina.life";"Domain";8.0;2024-05-30
2012;"balet-deti.eu";"Domain";8.0;2024-05-30
2013;"balet-me.info";"Domain";8.0;2024-05-30
2014;"balet-me.pro";"Domain";8.0;2024-05-30
2015;"balet-me.us";"Domain";8.0;2024-05-30
2016;"balet-ua.eu";"Domain";8.0;2024-05-30
2017;"balet-ua.info";"Domain";8.0;2024-05-30
2018;"balet-ua.life";"Domain";8.0;2024-05-30
2019;"balet-ua.mom";"Domain";8.0;2024-05-30
2020;"balet-ua.pro";"Domain";8.0;2024-05-30
2021;"balet-ua.us";"Domain";8.0;2024-05-30
2022;"baletki-ua.eu";"Domain";8.0;2024-05-30
2023;"baletki-ua.life";"Domain";8.0;2024-05-30
2024;"baletki-ua.pics";"Domain";8.0;2024-05-30
2025;"baletki.eu";"Domain";8.0;2024-05-30
2026;"baletme.eu";"Domain";8.0;2024-05-30
2027;"baletkiev.pics";"Domain";8.0;2024-05-30
2028;"baletnet.eu";"Domain";8.0;2024-05-30
2029;"baletua.eu";"Domain";8.0;2024-05-30
2030;"baletua.pro";"Domain";8.0;2024-05-30
2031;"balletmasters.co";"Domain";8.0;2024-05-30
2032;"balletmasters.eu";"Domain";8.0;2024-05-30
2033;"balletworld.co";"Domain";8.0;2024-05-30
2034;"barvy-ukraines.info";"Domain";8.0;2024-05-30
2035;"barvy-ukraines.life";"Domain";8.0;2024-05-30
2036;"bihei.eu";"Domain";8.0;2024-05-30
2037;"blakejones.xyz";"Domain";8.0;2024-05-30
2038;"chares-ukraine.life";"Domain";8.0;2024-05-30
2039;"chari-konkursua.eu";"Domain";8.0;2024-05-30
2040;"chari-konkursua.life";"Domain";8.0;2024-05-30
2041;"chari-konkursua.world";"Domain";8.0;2024-05-30
2042;"chary-konkursua.eu";"Domain";8.0;2024-05-30
2043;"chary-konkursua.life";"Domain";8.0;2024-05-30
2044;"chary-konkursua.mom";"Domain";8.0;2024-05-30
2045;"chary-konkursua.pics";"Domain";8.0;2024-05-30
2046;"chary-telegram.eu";"Domain";8.0;2024-05-30
2047;"charyy-ukr.life";"Domain";8.0;2024-05-30
2048;"crazykids.pics";"Domain";8.0;2024-05-30
2049;"crmeds.com";"Domain";8.0;2024-05-30
2050;"deti-ball.eu";"Domain";8.0;2024-05-30
2051;"deti-bi.eu";"Domain";8.0;2024-05-30
2052;"deti-golos-ua.pics";"Domain";8.0;2024-05-30
2053;"deti-malunki-ua.eu";"Domain";8.0;2024-05-30
2054;"deti-malunki-uah.eu";"Domain";8.0;2024-05-30
2055;"deti-ua.eu";"Domain";8.0;2024-05-30
2056;"deti.eu";"Domain";8.0;2024-05-30
2057;"detikievakonkurs.co";"Domain";8.0;2024-05-30
2058;"detipoertry.com";"Domain";8.0;2024-05-30
2059;"ditina-konkurs-ua.eu";"Domain";8.0;2024-05-30
2060;"ditinstvo-ua.pics";"Domain";8.0;2024-05-30
2061;"ditinstvo-uah.pics";"Domain";8.0;2024-05-30
2062;"dytiachatvorchist.pics";"Domain";8.0;2024-05-30
2063;"dytitvorchist.pics";"Domain";8.0;2024-05-30
2064;"familyvote.co";"Domain";8.0;2024-05-30
2065;"familyvote.info";"Domain";8.0;2024-05-30
2066;"farbi-golos-ua.eu";"Domain";8.0;2024-05-30
2067;"farbi-golos-uah.eu";"Domain";8.0;2024-05-30
2068;"farbi-ua.pics";"Domain";8.0;2024-05-30
2069;"farbi-uah.pics";"Domain";8.0;2024-05-30
2070;"finalmallyunky.eu";"Domain";8.0;2024-05-30
2071;"gimnasikaua.site";"Domain";8.0;2024-05-30
2072;"golos-charu-ua.info";"Domain";8.0;2024-05-30
2073;"golos-charu-ua.life";"Domain";8.0;2024-05-30
2074;"golos-charu-ua.pics";"Domain";8.0;2024-05-30
2075;"golos-ditin-ua.eu";"Domain";8.0;2024-05-30
2076;"golos-ditin-uah.eu";"Domain";8.0;2024-05-30
2077;"golos-hudojniku-ua.eu";"Domain";8.0;2024-05-30
2078;"golos-hudojniku-uah.eu";"Domain";8.0;2024-05-30
2079;"golos-hudojniku.eu";"Domain";8.0;2024-05-30
2080;"golos-konkurs-ua.eu";"Domain";8.0;2024-05-30
2081;"golos-konkurs-uah.eu";"Domain";8.0;2024-05-30
2082;"golos-konkursu-ua.eu";"Domain";8.0;2024-05-30
2083;"golos-konkursu-uah.eu";"Domain";8.0;2024-05-30
2084;"golos-konkursu.eu";"Domain";8.0;2024-05-30
2085;"golos-malunki-ua.eu";"Domain";8.0;2024-05-30
2086;"golos-malunki-uah.eu";"Domain";8.0;2024-05-30
2087;"golos-mistechtva-ua.eu";"Domain";8.0;2024-05-30
2088;"golos-mistechtva-uah.eu";"Domain";8.0;2024-05-30
2089;"golos-telegtam.eu";"Domain";8.0;2024-05-30
2090;"golos-ua-hudojniku.eu";"Domain";8.0;2024-05-30
2091;"golos-ua.life";"Domain";8.0;2024-05-30
2092;"golos-uah-hudojniku.eu";"Domain";8.0;2024-05-30
2093;"golos-ukr.info";"Domain";8.0;2024-05-30
2094;"golos-ukr.life";"Domain";8.0;2024-05-30
2095;"golosa-hudojniku-ua.eu";"Domain";8.0;2024-05-30
2096;"golosa-hudojniku-uah.eu";"Domain";8.0;2024-05-30
2097;"golosa-hudojniku.eu";"Domain";8.0;2024-05-30
2098;"golosa-hudojnikuua.eu";"Domain";8.0;2024-05-30
2099;"golosa-uahhudojniku.eu";"Domain";8.0;2024-05-30
2100;"golosa-uahudojniku.eu";"Domain";8.0;2024-05-30
2101;"golosa-uahugojniku.eu";"Domain";8.0;2024-05-30
2102;"golosa-zaditinu-ua.eu";"Domain";8.0;2024-05-30
2103;"golosa-zaditinu-uah.eu";"Domain";8.0;2024-05-30
2104;"golosa-zaditinu.eu";"Domain";8.0;2024-05-30
2105;"golosua-hudojniku.eu";"Domain";8.0;2024-05-30
2106;"grandpri-malunki-ua.eu";"Domain";8.0;2024-05-30
2107;"grandpri-malunki-uah.eu";"Domain";8.0;2024-05-30
2108;"hudojnik-diti-ua.eu";"Domain";8.0;2024-05-30
2109;"hudojnik-diti.eu";"Domain";8.0;2024-05-30
2110;"hudojnik-dsm.eu";"Domain";8.0;2024-05-30
2111;"hudojnik-dst.eu";"Domain";8.0;2024-05-30
2112;"hudojnik-malunki-ua.eu";"Domain";8.0;2024-05-30
2113;"hudojnik-malunki-uah.eu";"Domain";8.0;2024-05-30
2114;"hudojnik-malunki.eu";"Domain";8.0;2024-05-30
2115;"hudojnik-school.eu";"Domain";8.0;2024-05-30
2116;"hudojnik-ua.eu";"Domain";8.0;2024-05-30
2117;"hudojnik.eu";"Domain";8.0;2024-05-30
2118;"hudojniku-school-ua.eu";"Domain";8.0;2024-05-30
2119;"hudojniku-school.eu";"Domain";8.0;2024-05-30
2120;"hudojniku.eu";"Domain";8.0;2024-05-30
2121;"hudojnikua-sch.eu";"Domain";8.0;2024-05-30
2122;"hudojnikuah-sch.eu";"Domain";8.0;2024-05-30
2123;"itskids.pics";"Domain";8.0;2024-05-30
2124;"jasminkiev.eu";"Domain";8.0;2024-05-30
2125;"jasminvote.eu";"Domain";8.0;2024-05-30
2126;"juniorkievcontest.co";"Domain";8.0;2024-05-30
2127;"kids-balerin.pics";"Domain";8.0;2024-05-30
2128;"kids-dreams.eu";"Domain";8.0;2024-05-30
2129;"kievkidstalent.co";"Domain";8.0;2024-05-30
2130;"konkur-farbi-ua.eu";"Domain";8.0;2024-05-30
2131;"konkur-golos-ua.eu";"Domain";8.0;2024-05-30
2132;"konkur-golos-uah.eu";"Domain";8.0;2024-05-30
2133;"konkur-mrii-ua.eu";"Domain";8.0;2024-05-30
2134;"konkur-mrii-uah.eu";"Domain";8.0;2024-05-30
2135;"konkurs-balerin-ua.eu";"Domain";8.0;2024-05-30
2136;"konkurs-chari-final-ua.eu";"Domain";8.0;2024-05-30
2137;"konkurs-chari-final.eu";"Domain";8.0;2024-05-30
2138;"konkurs-chari-ua.eu";"Domain";8.0;2024-05-30
2139;"konkurs-chary-final-ua.eu";"Domain";8.0;2024-05-30
2140;"konkurs-chary-final.eu";"Domain";8.0;2024-05-30
2141;"konkurs-chary-ua.eu";"Domain";8.0;2024-05-30
2142;"konkurs-deti-ua.eu";"Domain";8.0;2024-05-30
2143;"konkurs-deti-uah.eu";"Domain";8.0;2024-05-30
2144;"konkurs-maluvani-ua.eu";"Domain";8.0;2024-05-30
2145;"konkurs-uah-vibir.eu";"Domain";8.0;2024-05-30
2146;"konkurs-vesna-24.ru";"Domain";8.0;2024-05-30
2147;"konkurs-vesna24.ru";"Domain";8.0;2024-05-30
2148;"konkurs-vesna.info";"Domain";8.0;2024-05-30
2149;"konkurs-vibir-ua.eu";"Domain";8.0;2024-05-30
2150;"konkursi-ua.eu";"Domain";8.0;2024-05-30
2151;"konkursi-uah.eu";"Domain";8.0;2024-05-30
2152;"konkursy-uah.eu";"Domain";8.0;2024-05-30
2153;"ler-u.co";"Domain";8.0;2024-05-30
2154;"leru.life";"Domain";8.0;2024-05-30
2155;"let-me.life";"Domain";8.0;2024-05-30
2156;"let-me.network";"Domain";8.0;2024-05-30
2157;"let-me.world";"Domain";8.0;2024-05-30
2158;"lo7h.com";"Domain";8.0;2024-05-30
2159;"lotus-kiev.eu";"Domain";8.0;2024-05-30
2160;"lotuskiev.eu";"Domain";8.0;2024-05-30
2161;"magicpic.eu";"Domain";8.0;2024-05-30
2162;"malunki-deti-ua.eu";"Domain";8.0;2024-05-30
2163;"malunki-deti-uah.eu";"Domain";8.0;2024-05-30
2164;"malunki-ditin-ua.eu";"Domain";8.0;2024-05-30
2165;"malunki-ditin-uah.eu";"Domain";8.0;2024-05-30
2166;"malunki-ditini-ua.eu";"Domain";8.0;2024-05-30
2167;"malunki-ditini-uah.eu";"Domain";8.0;2024-05-30
2168;"malunki-golos-ua.eu";"Domain";8.0;2024-05-30
2169;"malunki-golos-uah.eu";"Domain";8.0;2024-05-30
2170;"malunki-hudojnik.eu";"Domain";8.0;2024-05-30
2171;"malunki-konkurs-ua.eu";"Domain";8.0;2024-05-30
2172;"malunki-konkurs-uah.eu";"Domain";8.0;2024-05-30
2173;"malunki-sadochka-ua.eu";"Domain";8.0;2024-05-30
2174;"malunki-sadochka-uah.eu";"Domain";8.0;2024-05-30
2175;"malunki-ua-hudojnik.eu";"Domain";8.0;2024-05-30
2176;"malunki-ua.eu";"Domain";8.0;2024-05-30
2177;"malunki-uah-hudojnik.eu";"Domain";8.0;2024-05-30
2178;"malunki-uah.eu";"Domain";8.0;2024-05-30
2179;"malunki-uahkonkurs.eu";"Domain";8.0;2024-05-30
2180;"malunki-uakonkurs.eu";"Domain";8.0;2024-05-30
2181;"maluvani-konkurs-ua.eu";"Domain";8.0;2024-05-30
2182;"maluvani-ua.eu";"Domain";8.0;2024-05-30
2183;"maluvani-uah.eu";"Domain";8.0;2024-05-30
2184;"malvy-final.info";"Domain";8.0;2024-05-30
2185;"malvy-final.life";"Domain";8.0;2024-05-30
2186;"malvy-ukr.life";"Domain";8.0;2024-05-30
2187;"malvy-ukraine.info";"Domain";8.0;2024-05-30
2188;"malvy-ukraine.life";"Domain";8.0;2024-05-30
2189;"malvy-ukriane.info";"Domain";8.0;2024-05-30
2190;"malvy-ukriane.life";"Domain";8.0;2024-05-30
2191;"malvy-vote.life";"Domain";8.0;2024-05-30
2192;"milekiev.eu";"Domain";8.0;2024-05-30
2193;"minef.eu";"Domain";8.0;2024-05-30
2194;"moe-ditinstvo-uah.pics";"Domain";8.0;2024-05-30
2195;"newkids-ua.eu";"Domain";8.0;2024-05-30
2196;"opros-sch-hudojniki.eu";"Domain";8.0;2024-05-30
2197;"opros-schudojniki-ua.eu";"Domain";8.0;2024-05-30
2198;"opros-schudojniki-uah.eu";"Domain";8.0;2024-05-30
2199;"poertrfinal.com";"Domain";8.0;2024-05-30
2200;"poeuatryditieu.com";"Domain";8.0;2024-05-30
2201;"portret-ua.eu";"Domain";8.0;2024-05-30
2202;"primaballerina.life";"Domain";8.0;2024-05-30
2203;"progolosyi.info";"Domain";8.0;2024-05-30
2204;"sc-hudojnik.eu";"Domain";8.0;2024-05-30
2205;"sc-hudojniku.eu";"Domain";8.0;2024-05-30
2206;"schaeaer.pics";"Domain";8.0;2024-05-30
2207;"school-hudojniku.eu";"Domain";8.0;2024-05-30
2208;"school-uahudojniku.eu";"Domain";8.0;2024-05-30
2209;"selectchary.eu";"Domain";8.0;2024-05-30
2210;"smart-kids-ua.eu";"Domain";8.0;2024-05-30
2211;"sowakiev.eu";"Domain";8.0;2024-05-30
2212;"tacticalv.com";"Domain";8.0;2024-05-30
2213;"talanti-ua.mom";"Domain";8.0;2024-05-30
2214;"telegram-chary.blog";"Domain";8.0;2024-05-30
2215;"turnik-konkursu-ua.eu";"Domain";8.0;2024-05-30
2216;"turnik-malunki-ua.eu";"Domain";8.0;2024-05-30
2217;"turnik-malunki-uah.eu";"Domain";8.0;2024-05-30
2218;"tvorchist-sadochka.eu";"Domain";8.0;2024-05-30
2219;"tvorchist-sch-hudojnika.eu";"Domain";8.0;2024-05-30
2220;"tvorchist-sch-hudojniki.eu";"Domain";8.0;2024-05-30
2221;"tvorchist-ua.eu";"Domain";8.0;2024-05-30
2222;"tworchi-kanikylu.info";"Domain";8.0;2024-05-30
2223;"ua-deti-chary.eu";"Domain";8.0;2024-05-30
2224;"ua-ditinstvo.pics";"Domain";8.0;2024-05-30
2225;"ua-konkurs-chari.eu";"Domain";8.0;2024-05-30
2226;"ua-konkurs-chary.eu";"Domain";8.0;2024-05-30
2227;"ua-konkurs.pics";"Domain";8.0;2024-05-30
2228;"uah-konkurs.pics";"Domain";8.0;2024-05-30
2229;"uahvibir-hudojniku.eu";"Domain";8.0;2024-05-30
2230;"uavibir-hudojniku.eu";"Domain";8.0;2024-05-30
2231;"ukr-golosovan.site";"Domain";8.0;2024-05-30
2232;"ukr-golosovane.site";"Domain";8.0;2024-05-30
2233;"ukr-golosovanie.site";"Domain";8.0;2024-05-30
2234;"ukr-malvy.life";"Domain";8.0;2024-05-30
2235;"ukraina-diti-ua.pics";"Domain";8.0;2024-05-30
2236;"ukraine-barvy.info";"Domain";8.0;2024-05-30
2237;"ukraine-barvy.life";"Domain";8.0;2024-05-30
2238;"ukraine-chares.info";"Domain";8.0;2024-05-30
2239;"ukraine-charu.life";"Domain";8.0;2024-05-30
2240;"ukraine-charyy.life";"Domain";8.0;2024-05-30
2241;"ukraine-final.life";"Domain";8.0;2024-05-30
2242;"ukraine-malvy.info";"Domain";8.0;2024-05-30
2243;"ukraine-malvy.life";"Domain";8.0;2024-05-30
2244;"vesna-konkurs.life";"Domain";8.0;2024-05-30
2245;"vibir-hudojniku.eu";"Domain";8.0;2024-05-30
2246;"vibir-malunka-ua.eu";"Domain";8.0;2024-05-30
2247;"vibir-malunka-uah.eu";"Domain";8.0;2024-05-30
2248;"vibir-malunki-ua.eu";"Domain";8.0;2024-05-30
2249;"vibir-malunki-uah.eu";"Domain";8.0;2024-05-30
2250;"vibir-uahmalunka.eu";"Domain";8.0;2024-05-30
2251;"vibir-uahudojniku.eu";"Domain";8.0;2024-05-30
2252;"vibir-uamalunka.eu";"Domain";8.0;2024-05-30
2253;"vibiru-hudojnika.eu";"Domain";8.0;2024-05-30
2254;"vibiru-uahudojnika.eu";"Domain";8.0;2024-05-30
2255;"vibirua-hudojnika.eu";"Domain";8.0;2024-05-30
2256;"vibirua-hudojniku.eu";"Domain";8.0;2024-05-30
2257;"vibiruah-hudojniku.eu";"Domain";8.0;2024-05-30
2258;"vishivankiukrainedeti.com";"Domain";8.0;2024-05-30
2259;"vote-chary-telegram.info";"Domain";8.0;2024-05-30
2260;"vote-malvy.life";"Domain";8.0;2024-05-30
2261;"vote-telegram.eu";"Domain";8.0;2024-05-30
2262;"voteph.art";"Domain";8.0;2024-05-30
2263;"vsekonkursy.pics";"Domain";8.0;2024-05-30
2264;"zaditinu-golos-ua.eu";"Domain";8.0;2024-05-30
2265;"zaditinu-golos-uah.eu";"Domain";8.0;2024-05-30
2266;"Ukrainian government officials";"Sector";7.5;2024-06-04
2267;"Ukrainian defense enterprises";"Sector";7.5;2024-06-04
2268;"SpecMon";"Software";8.0;2024-06-05
2269;"Screengrabber";"Software";8.0;2024-06-05
2270;"FileGrabber";"Software";8.0;2024-06-05
2271;"USB";"Software";8.0;2024-06-05
2272;"Social";"Software";8.0;2024-06-05
2273;"Browsers";"Software";8.0;2024-06-05
2274;"Syncthing";"Software";8.0;2024-06-05
2275;"Inno Setup";"Software";8.0;2024-06-05
2276;"Robocopy";"Software";8.0;2024-06-05
2277;"NSSM";"Software";8.0;2024-06-05
2278;"syncthing.net";"Domain";5.0;2024-06-05
2279;"UAC-0180";"HackerGroup";9.0;2024-07-17
2280;"GLUEEGG";"Software";8.0;2024-07-17
2281;"DROPCLUE";"Software";8.0;2024-07-17
2282;"ACROBAIT";"Software";8.0;2024-07-17
2283;"ROSEBLOOM";"Software";8.0;2024-07-17
2284;"ROSETHORN";"Software";8.0;2024-07-17
2285;"Atera";"Software";8.0;2024-07-17
2286;"prozorro-ua.net";"Domain";8.0;2024-07-17
2287;"linedrv.com";"Domain";8.0;2024-07-17
2288;"drv2ms.com";"Domain";8.0;2024-07-17
2289;"devtools.bond";"Domain";8.0;2024-07-17
2290;"olminx.com";"Domain";8.0;2024-07-17
2291;"xeontime.com";"Domain";8.0;2024-07-17
2292;"atera.com";"Domain";5.0;2024-07-17
2293;"Atera";"Organization";5.0;2024-07-17
2294;"CVE-2024-23692";"Software";8.0;2024-07-21
2295;"HFS (HTTP File Server)";"Software";6.0;2024-07-21
2296;"trust-certificate.net";"Domain";8.0;2024-07-21
2297;"enrollmentdm.com";"Domain";8.0;2024-07-21
2298;"Ukrainian research institutions";"Sector";7.5;2024-07-21
2299;"Міністерство оборони Республіки Вірменія";"Government Body";9.0;2024-07-21
2300;"Armenia";"Country";8.0;2024-07-21
2301;"Міністерство оборони Киргизької Республіки";"Government Body";5.0;2024-07-21
2302;"runbll32.dll";"Software";8.0;2024-07-24
2303;"ruhbll32.dll";"Software";8.0;2024-07-24
2304;"ResetEngine.dll";"Software";8.0;2024-07-24
2305;"Loader.dll";"Software";8.0;2024-07-24
2306;"backstagemerch.shop";"Domain";8.0;2024-07-24
2307;"empoweringparents.shop";"Domain";8.0;2024-07-24
2308;"lauramcinerney.shop";"Domain";8.0;2024-07-24
2309;"Local self-government bodies of Ukraine";"Sector";7.5;2024-07-24
2310;"uaccsnet.com";"Domain";8.0;2024-07-24
2311;"ualogaccs.com";"Domain";8.0;2024-07-24
2312;"uasettings.com";"Domain";8.0;2024-07-24
2313;"uasetukr.com";"Domain";8.0;2024-07-24
2314;"uasystdoc.com";"Domain";8.0;2024-07-24
2315;"uasystnet.com";"Domain";8.0;2024-07-24
2316;"ukainua.com";"Domain";8.0;2024-07-24
2317;"ukenlog.com";"Domain";8.0;2024-07-24
2318;"uknetlogin.com";"Domain";8.0;2024-07-24
2319;"ukrsets.com";"Domain";8.0;2024-07-24
2320;"ukrsett.com";"Domain";8.0;2024-07-24
2321;"ukrstnet.com";"Domain";8.0;2024-07-24
2322;"unetset.com";"Domain";8.0;2024-07-24
2323;"Ukrainian enterprises and organizations";"Sector";7.5;2024-07-24
2324;"UAC-0198";"HackerGroup";9.0;2024-08-12
2325;"ANONVNC";"Software";8.0;2024-08-12
2326;"hiddenvnc.com";"Domain";8.0;2024-08-12
2327;"anonvnc.com";"Domain";8.0;2024-08-12
2328;"invoice-traffic.com";"Domain";8.0;2024-08-12
2329;"smart-vnc.com";"Domain";8.0;2024-08-12
2330;"smartcloudflare.com";"Domain";8.0;2024-08-12
2331;"gbshost.net";"Domain";8.0;2024-08-12
2332;"gbshost.org";"Domain";8.0;2024-08-12
2333;"filedn.eu";"Domain";8.0;2024-08-12
2334;"ac-strasbourg.fr";"Domain";8.0;2024-08-12
2335;"co.jp";"Domain";8.0;2024-08-12
2336;"co3ra.de";"Domain";8.0;2024-08-12
2337;"Government and local self-government bodies of Ukraine";"Sector";7.5;2024-08-12
2338;"pCloud";"Organization";5.0;2024-08-12
2339;"MeshCentral";"Software";5.0;2024-08-12
2340;"FIRMACHAGENT";"Software";8.0;2024-08-19
2341;"IDCLIPNET_x86.dll";"Software";8.0;2024-08-19
2342;"chrome_updater.dll";"Software";8.0;2024-08-19
2343;"Browser.dll";"Software";8.0;2024-08-19
2344;"Files.dll";"Software";8.0;2024-08-19
2345;"Screen.dll";"Software";8.0;2024-08-19
2346;"Social.dll";"Software";8.0;2024-08-19
2347;"USB.dll";"Software";8.0;2024-08-19
2348;"JavaScript";"Software";8.0;2024-08-19
2349;"prozorro.online";"Domain";8.0;2024-08-19
2350;"ukraero.space";"Domain";8.0;2024-08-19
2351;"beget.com";"Domain";5.0;2024-08-19
2352;"UAC-0210";"HackerGroup";9.0;2024-09-04
2353;"Hydra";"Software";8.0;2024-09-04
2354;"griselda-edu.com.ua";"Domain";8.0;2024-09-04
2355;"griselda.biz.ua";"Domain";8.0;2024-09-04
2356;"griselda.co.ua";"Domain";8.0;2024-09-04
2357;"Service members";"Sector";7.5;2024-09-04
2358;"Google Cloud";"Organization";5.0;2024-09-04
2359;"GRISELDA";"Software";5.0;2024-09-04
2360;"Очі";"Software";5.0;2024-09-04
2361;"MILCERT";"Government Body";5.0;2024-09-04
2362;"Fire Cells Group";"HackerGroup";9.0;2024-10-15
2363;"XenoRAT";"Software";8.0;2024-10-15
2364;"SectopRAT";"Software";8.0;2024-10-15
2365;"DarkTrack RAT";"Software";8.0;2024-10-15
2366;"avoufshire.icu";"Domain";8.0;2024-10-15
2367;"qwdfewf.com";"Domain";8.0;2024-10-15
2368;"basedsymsotp.shop";"Domain";8.0;2024-10-15
2369;"charistmatwio.shop";"Domain";8.0;2024-10-15
2370;"commisionipwn.shop";"Domain";8.0;2024-10-15
2371;"complainnykso.shop";"Domain";8.0;2024-10-15
2372;"faillymoodkywko.shop";"Domain";8.0;2024-10-15
2373;"grassemenwji.shop";"Domain";8.0;2024-10-15
2374;"ignoracndwko.shop";"Domain";8.0;2024-10-15
2375;"preachstrwnwjw.shop";"Domain";8.0;2024-10-15
2376;"stitchmiscpaew.shop";"Domain";8.0;2024-10-15
2377;"Ukrainian enterprises and sole proprietors";"Sector";7.5;2024-10-15
2378;"Oceanic Tools";"Software";8.0;2024-10-16
2379;"Phantom Tools";"Software";8.0;2024-10-16
2380;"ValoHack";"Software";8.0;2024-10-16
2381;"UAC-0215";"HackerGroup";9.0;2024-10-23
2382;"mstsc.exe";"Software";8.0;2024-10-23
2383;"Enterprises of key industries";"Sector";7.5;2024-10-23
2384;"Amazon";"Organization";5.0;2024-10-23
2385;"awsplatform.online";"Domain";8.0;2024-10-23
2386;"mfa-gov.cloud";"Domain";8.0;2024-10-23
2387;"ua-aws.army";"Domain";8.0;2024-10-23
2388;"ukrtelecom.cloud";"Domain";8.0;2024-10-23
2389;"ua-energy.cloud";"Domain";8.0;2024-10-23
2390;"ua-gov.cloud";"Domain";8.0;2024-10-23
2391;"gov-ua.cloud";"Domain";8.0;2024-10-23
2392;"govtr.cloud";"Domain";8.0;2024-10-23
2393;"zero-trust.solutions";"Domain";8.0;2024-10-23
2394;"aws-ukraine.cloud";"Domain";8.0;2024-10-23
2395;"aws-s3.cloud";"Domain";8.0;2024-10-23
2396;"aws-meet.cloud";"Domain";8.0;2024-10-23
2397;"aws-il.cloud";"Domain";8.0;2024-10-23
2398;"aws-data.cloud";"Domain";8.0;2024-10-23
2399;"aws-meetings.cloud";"Domain";8.0;2024-10-23
2400;"aws-secure.cloud";"Domain";8.0;2024-10-23
2401;"aws-join.cloud";"Domain";8.0;2024-10-23
2402;"aws-online.cloud";"Domain";8.0;2024-10-23
2403;"gov-au.cloud";"Domain";8.0;2024-10-23
2404;"gov-aws.cloud";"Domain";8.0;2024-10-23
2405;"gov-fi.cloud";"Domain";8.0;2024-10-23
2406;"gov-gr.cloud";"Domain";8.0;2024-10-23
2407;"gov-lt.cloud";"Domain";8.0;2024-10-23
2408;"gov-lv.cloud";"Domain";8.0;2024-10-23
2409;"gov-pl.cloud";"Domain";8.0;2024-10-23
2410;"gov-sk.cloud";"Domain";8.0;2024-10-23
2411;"gov-trust.cloud";"Domain";8.0;2024-10-23
2412;"govps.cloud";"Domain";8.0;2024-10-23
2413;"govua.cloud";"Domain";8.0;2024-10-23
2414;"eru-gov.cloud";"Domain";8.0;2024-10-23
2415;"feedzai-gov.cloud";"Domain";8.0;2024-10-23
2416;"md-gov.cloud";"Domain";8.0;2024-10-23
2417;"mf-gov.cloud";"Domain";8.0;2024-10-23
2418;"mo-gov.cloud";"Domain";8.0;2024-10-23
2419;"mpo-gov.cloud";"Domain";8.0;2024-10-23
2420;"mpsv-gov.cloud";"Domain";8.0;2024-10-23
2421;"msmt-gov.cloud";"Domain";8.0;2024-10-23
2422;"mv-gov.cloud";"Domain";8.0;2024-10-23
2423;"my-gov.cloud";"Domain";8.0;2024-10-23
2424;"mzd-gov.cloud";"Domain";8.0;2024-10-23
2425;"mze-gov.cloud";"Domain";8.0;2024-10-23
2426;"mzp-gov.cloud";"Domain";8.0;2024-10-23
2427;"mzv-gov.cloud";"Domain";8.0;2024-10-23
2428;"nakit-gov.cloud";"Domain";8.0;2024-10-23
2429;"nbu-gov.cloud";"Domain";8.0;2024-10-23
2430;"nukib-gov.cloud";"Domain";8.0;2024-10-23
2431;"policie-gov.cloud";"Domain";8.0;2024-10-23
2432;"mmr-gov.cloud";"Domain";8.0;2024-10-23
2433;"uohs-gov.cloud";"Domain";8.0;2024-10-23
2434;"uoou-gov.cloud";"Domain";8.0;2024-10-23
2435;"vlada-gov.cloud";"Domain";8.0;2024-10-23
2436;"voa-gov.cloud";"Domain";8.0;2024-10-23
2437;"mfa-gov-il.cloud";"Domain";8.0;2024-10-23
